YearStart,LocationDesc,Class,Data_Value,Sample_Size,StratificationCategory1,Stratification1
2021,Delaware,Obesity / Weight Status,34.0,514.0,Income,"$50,000 - $74,999"
2019,Oklahoma,Physical Activity,35.1,1466.0,Income,"$75,000 or greater"
2023,Colorado,Physical Activity,41.3,401.0,Income,"$15,000 - $24,999"
2019,New York,Fruits and Vegetables,14.8,5078.0,Education,College graduate
2023,Maryland,Obesity / Weight Status,35.2,2814.0,Race/Ethnicity,Non-Hispanic Black
2021,Kansas,Obesity / Weight Status,41.2,608.0,Income,"Less than $15,000"
2021,West Virginia,Obesity / Weight Status,43.1,930.0,Income,"$50,000 - $74,999"
2023,Puerto Rico,Physical Activity,10.3,907.0,Income,"$15,000 - $24,999"
2019,Utah,Fruits and Vegetables,18.5,5484.0,Gender,Female
2021,Mississippi,Obesity / Weight Status,36.4,538.0,Income,"$50,000 - $74,999"
2023,Vermont,Obesity / Weight Status,28.0,117.0,Race/Ethnicity,Hispanic
2023,District of Columbia,Physical Activity,44.3,274.0,Income,"$50,000 - $74,999"
2023,North Dakota,Obesity / Weight Status,41.8,137.0,Income,"Less than $15,000"
2023,Iowa,Physical Activity,48.5,515.0,Education,Less than high school
2023,Connecticut,Physical Activity,32.6,447.0,Race/Ethnicity,Non-Hispanic Black
2019,California,Physical Activity,29.5,1011.0,Age (years),18 - 24
2023,Idaho,Obesity / Weight Status,30.7,2952.0,Gender,Female
2019,Alabama,Physical Activity,23.5,2044.0,Education,College graduate
2023,Oregon,Physical Activity,30.8,688.0,Age (years),25 - 34
2019,Iowa,Physical Activity,28.8,1787.0,Age (years),55 - 64
2021,Ohio,Obesity / Weight Status,42.2,66.0,Race/Ethnicity,Other
2023,Delaware,Obesity / Weight Status,40.9,1774.0,Gender,Male
2021,Wisconsin,Obesity / Weight Status,44.8,151.0,Race/Ethnicity,American Indian/Alaska Native
2020,California,Obesity / Weight Status,35.6,414.0,Education,Less than high school
2023,Vermont,Obesity / Weight Status,35.5,1519.0,Age (years),55 - 64
2019,New Hampshire,Fruits and Vegetables,15.5,4626.0,Race/Ethnicity,Non-Hispanic White
2018,Illinois,Obesity / Weight Status,35.5,701.0,Income,"$50,000 - $74,999"
2023,North Dakota,Physical Activity,32.1,639.0,Age (years),35 - 44
2023,Oklahoma,Obesity / Weight Status,27.8,3344.0,Gender,Female
2023,Wisconsin,Physical Activity,42.5,8684.0,Race/Ethnicity,Non-Hispanic White
2020,Colorado,Physical Activity,8.7,3718.0,Income,"$75,000 or greater"
2019,Iowa,Obesity / Weight Status,36.7,357.0,Race/Ethnicity,Hispanic
2019,Minnesota,Obesity / Weight Status,34.7,2122.0,Age (years),45 - 54
2022,Hawaii,Obesity / Weight Status,26.0,992.0,Income,"$75,000 or greater"
2023,Nebraska,Physical Activity,27.1,254.0,Race/Ethnicity,Non-Hispanic Black
2021,Hawaii,Fruits and Vegetables,15.8,3159.0,Education,College graduate
2023,North Dakota,Physical Activity,46.3,295.0,Income,"$15,000 - $24,999"
2023,Missouri,Physical Activity,36.7,1471.0,Education,Some college or technical school
2023,Virginia,Physical Activity,47.6,508.0,Income,"$25,000 - $34,999"
2023,Arizona,Physical Activity,47.6,1644.0,Age (years),55 - 64
2021,Connecticut,Fruits and Vegetables,36.4,855.0,Income,"$50,000 - $74,999"
2019,Rhode Island,Obesity / Weight Status,20.7,231.0,Age (years),18 - 24
2022,Mississippi,Obesity / Weight Status,36.0,365.0,Education,Less than high school
2019,Oklahoma,Physical Activity,21.9,956.0,Age (years),55 - 64
2019,Alaska,Fruits and Vegetables,21.1,266.0,Age (years),25 - 34
2018,California,Obesity / Weight Status,37.7,907.0,Income,"$25,000 - $34,999"
2023,National,Obesity / Weight Status,30.2,149196.0,Age (years),65 or older
2021,Wisconsin,Physical Activity,15.2,700.0,Age (years),35 - 44
2023,Colorado,Obesity / Weight Status,38.3,2459.0,Age (years),65 or older
2020,Kansas,Obesity / Weight Status,37.1,3485.0,Age (years),65 or older
2019,Maine,Obesity / Weight Status,33.2,1511.0,Income,"$15,000 - $24,999"
2019,Colorado,Physical Activity,18.8,4149.0,Gender,Male
2023,South Dakota,Physical Activity,34.8,247.0,Education,Less than high school
2019,Virginia,Physical Activity,35.0,976.0,Income,"$35,000 - $49,999"
2018,Nebraska,Physical Activity,21.7,12824.0,Race/Ethnicity,Non-Hispanic White
2022,Wyoming,Physical Activity,36.0,159.0,Education,Less than high school
2019,Michigan,Obesity / Weight Status,34.4,9857.0,Total,Total
2020,Wyoming,Obesity / Weight Status,39.6,1547.0,Education,College graduate
2019,Missouri,Physical Activity,24.1,3690.0,Gender,Female
2019,Louisiana,Physical Activity,30.0,1787.0,Gender,Male
2021,Colorado,Physical Activity,29.6,683.0,Income,"$15,000 - $24,999"
2019,Texas,Fruits and Vegetables,20.3,1192.0,Age (years),25 - 34
2023,Michigan,Physical Activity,41.5,2584.0,Education,Some college or technical school
2018,Maine,Obesity / Weight Status,36.2,1527.0,Income,"$50,000 - $74,999"
2023,Delaware,Obesity / Weight Status,33.2,575.0,Income,"$50,000 - $74,999"
2023,Minnesota,Physical Activity,44.9,303.0,Race/Ethnicity,Asian
2023,Virginia,Physical Activity,22.3,6971.0,Total,Total
2019,South Carolina,Physical Activity,36.6,939.0,Income,"$15,000 - $24,999"
2022,New York,Obesity / Weight Status,32.9,759.0,Income,"Less than $15,000"
2020,Delaware,Physical Activity,23.3,470.0,Age (years),25 - 34
2019,Oregon,Fruits and Vegetables,36.8,1022.0,Age (years),55 - 64
2022,Florida,Obesity / Weight Status,25.8,232.0,Race/Ethnicity,2 or more races
2019,Kentucky,Obesity / Weight Status,35.6,119.0,Race/Ethnicity,2 or more races
2019,Minnesota,Physical Activity,26.2,184.0,Race/Ethnicity,2 or more races
2022,California,Obesity / Weight Status,34.9,871.0,Income,"$25,000 - $34,999"
2019,Tennessee,Physical Activity,28.6,1275.0,Income,"$75,000 or greater"
2018,Connecticut,Obesity / Weight Status,26.4,5204.0,Gender,Female
2022,Arizona,Physical Activity,36.2,844.0,Income,"$15,000 - $24,999"
2019,Mississippi,Physical Activity,12.6,570.0,Income,"Less than $15,000"
2021,Washington,Fruits and Vegetables,42.7,526.0,Age (years),18 - 24
2019,Minnesota,Physical Activity,26.7,610.0,Race/Ethnicity,Hispanic
2021,Arkansas,Physical Activity,35.2,950.0,Age (years),55 - 64
2023,Nebraska,Physical Activity,37.2,911.0,Income,"$25,000 - $34,999"
2019,Utah,Physical Activity,26.2,98.0,Race/Ethnicity,American Indian/Alaska Native
2019,Tennessee,Fruits and Vegetables,22.7,809.0,Income,"$15,000 - $24,999"
2021,New Hampshire,Physical Activity,33.2,559.0,Income,"$25,000 - $34,999"
2021,Nebraska,Obesity / Weight Status,34.9,5386.0,Age (years),65 or older
2021,Indiana,Obesity / Weight Status,32.5,940.0,Income,"$25,000 - $34,999"
2022,New Mexico,Obesity / Weight Status,34.8,301.0,Race/Ethnicity,American Indian/Alaska Native
2023,Alaska,Physical Activity,44.2,752.0,Income,"$75,000 or greater"
2023,Kansas,Physical Activity,24.9,9862.0,Total,Total
2021,Kansas,Fruits and Vegetables,45.7,1778.0,Age (years),25 - 34
2021,Georgia,Fruits and Vegetables,24.3,1638.0,Education,High school graduate
2022,National,Obesity / Weight Status,36.5,38450.0,Income,"$25,000 - $34,999"
2023,Hawaii,Physical Activity,11.8,87.0,Race/Ethnicity,Non-Hispanic Black
2018,California,Obesity / Weight Status,38.9,1073.0,Income,"$35,000 - $49,999"
2021,New York,Fruits and Vegetables,32.1,2890.0,Income,"$15,000 - $24,999"
2021,Washington,Fruits and Vegetables,15.2,4558.0,Age (years),65 or older
2020,Vermont,Obesity / Weight Status,31.1,885.0,Age (years),45 - 54
2019,Montana,Physical Activity,58.0,448.0,Race/Ethnicity,American Indian/Alaska Native
2019,Washington,Physical Activity,40.8,118.0,Race/Ethnicity,American Indian/Alaska Native
2023,New Jersey,Obesity / Weight Status,27.8,883.0,Age (years),25 - 34
2020,Missouri,Obesity / Weight Status,30.9,86.0,Race/Ethnicity,American Indian/Alaska Native
2018,Utah,Obesity / Weight Status,40.7,91.0,Race/Ethnicity,2 or more races
2019,Missouri,Fruits and Vegetables,46.1,1309.0,Age (years),55 - 64
2022,South Carolina,Obesity / Weight Status,32.0,6330.0,Race/Ethnicity,Non-Hispanic White
2020,South Dakota,Obesity / Weight Status,34.8,597.0,Income,"$25,000 - $34,999"
2022,Georgia,Physical Activity,23.9,2475.0,Education,Some college or technical school
2023,North Dakota,Physical Activity,41.9,2338.0,Gender,Female
2020,Puerto Rico,Physical Activity,45.8,4941.0,Total,Total
2019,New Hampshire,Physical Activity,23.9,2977.0,Gender,Female
2023,District of Columbia,Physical Activity,22.8,77.0,Education,Less than high school
2019,Massachusetts,Obesity / Weight Status,28.9,372.0,Income,"$25,000 - $34,999"
2023,District of Columbia,Physical Activity,45.7,421.0,Education,High school graduate
2018,Delaware,Obesity / Weight Status,37.7,1002.0,Age (years),55 - 64
2019,Michigan,Obesity / Weight Status,35.0,8131.0,Race/Ethnicity,Non-Hispanic White
2023,New Jersey,Physical Activity,44.5,808.0,Income,"$50,000 - $74,999"
2022,Puerto Rico,Obesity / Weight Status,28.5,1134.0,Income,Data not reported
2023,Illinois,Physical Activity,37.4,228.0,Race/Ethnicity,Asian
2020,New York,Obesity / Weight Status,29.3,1223.0,Income,"$35,000 - $49,999"
2020,Oklahoma,Obesity / Weight Status,34.3,577.0,Age (years),35 - 44
2019,Kansas,Fruits and Vegetables,40.6,492.0,Race/Ethnicity,Hispanic
2019,Alabama,Physical Activity,17.7,1537.0,Income,"$75,000 or greater"
2021,North Carolina,Obesity / Weight Status,33.0,1365.0,Age (years),65 or older
2021,California,Physical Activity,20.1,6733.0,Total,Total
2023,South Dakota,Physical Activity,32.0,1549.0,Education,High school graduate
2021,North Carolina,Obesity / Weight Status,38.7,504.0,Income,"$35,000 - $49,999"
2023,Louisiana,Physical Activity,31.0,674.0,Income,"$50,000 - $74,999"
2021,Arizona,Physical Activity,15.2,193.0,Race/Ethnicity,2 or more races
2023,National,Obesity / Weight Status,33.5,35130.0,Income,"$25,000 - $34,999"
2019,Connecticut,Physical Activity,24.3,1396.0,Income,Data not reported
2019,Nevada,Physical Activity,29.8,622.0,Education,High school graduate
2020,Puerto Rico,Obesity / Weight Status,41.3,322.0,Income,"$35,000 - $49,999"
2023,North Dakota,Obesity / Weight Status,36.5,4505.0,Race/Ethnicity,Non-Hispanic White
2019,Alaska,Physical Activity,31.5,261.0,Income,"$35,000 - $49,999"
2019,Arkansas,Obesity / Weight Status,37.8,1324.0,Education,Some college or technical school
2021,South Dakota,Fruits and Vegetables,18.3,2426.0,Income,Data not reported
2019,Indiana,Physical Activity,32.7,1729.0,Income,Data not reported
2018,Connecticut,Obesity / Weight Status,36.5,689.0,Race/Ethnicity,Non-Hispanic Black
2023,Mississippi,Physical Activity,36.2,871.0,Education,Some college or technical school
2023,New Jersey,Physical Activity,47.8,1173.0,Race/Ethnicity,Hispanic
2021,Virginia,Obesity / Weight Status,38.4,1233.0,Income,"$50,000 - $74,999"
2019,Iowa,Obesity / Weight Status,35.1,1286.0,Age (years),45 - 54
2021,New York,Physical Activity,20.9,28415.0,Race/Ethnicity,Non-Hispanic White
2019,South Carolina,Fruits and Vegetables,13.7,147.0,Race/Ethnicity,2 or more races
2023,Nevada,Obesity / Weight Status,33.4,267.0,Age (years),25 - 34
2023,Nevada,Physical Activity,37.5,215.0,Age (years),25 - 34
2023,New Hampshire,Physical Activity,41.9,273.0,Age (years),25 - 34
2019,California,Physical Activity,28.1,66.0,Race/Ethnicity,American Indian/Alaska Native
2020,Maine,Obesity / Weight Status,18.7,374.0,Age (years),18 - 24
2018,Pennsylvania,Obesity / Weight Status,28.3,1704.0,Age (years),65 or older
2023,New York,Physical Activity,32.9,1314.0,Education,Less than high school
2020,Illinois,Obesity / Weight Status,37.0,450.0,Age (years),25 - 34
2018,Nevada,Physical Activity,42.7,209.0,Income,"Less than $15,000"
2019,California,Fruits and Vegetables,13.8,4281.0,Education,College graduate
2020,Indiana,Obesity / Weight Status,34.6,305.0,Race/Ethnicity,Hispanic
2023,New York,Physical Activity,26.8,864.0,Race/Ethnicity,Asian
2020,Oregon,Physical Activity,16.8,69.0,Race/Ethnicity,Non-Hispanic Black
2019,Nevada,Fruits and Vegetables,41.5,249.0,Education,Less than high school
2023,Mississippi,Obesity / Weight Status,35.9,1398.0,Income,Data not reported
2023,Alaska,Physical Activity,40.4,2599.0,Gender,Female
2022,Vermont,Obesity / Weight Status,27.0,7043.0,Race/Ethnicity,Non-Hispanic White
2019,District of Columbia,Obesity / Weight Status,36.3,121.0,Education,Less than high school
2019,Idaho,Physical Activity,24.2,274.0,Race/Ethnicity,Hispanic
2022,Michigan,Obesity / Weight Status,33.4,4202.0,Gender,Male
2023,Massachusetts,Physical Activity,43.0,5153.0,Income,Data not reported
2019,Arkansas,Fruits and Vegetables,41.9,909.0,Income,"$75,000 or greater"
2019,New Mexico,Physical Activity,40.5,540.0,Age (years),25 - 34
2019,Alaska,Physical Activity,31.8,313.0,Race/Ethnicity,American Indian/Alaska Native
2021,Mississippi,Physical Activity,27.3,536.0,Income,"$35,000 - $49,999"
2023,National,Obesity / Weight Status,27.1,166736.0,Education,College graduate
2019,Idaho,Obesity / Weight Status,27.7,2510.0,Gender,Female
2019,Texas,Physical Activity,51.5,2883.0,Education,Some college or technical school
2020,Pennsylvania,Obesity / Weight Status,31.3,230.0,Race/Ethnicity,Hispanic
2021,Arkansas,Fruits and Vegetables,46.4,1877.0,Gender,Male
2020,South Carolina,Obesity / Weight Status,31.8,103.0,Race/Ethnicity,Hispanic
2019,Massachusetts,Obesity / Weight Status,34.2,5336.0,Race/Ethnicity,Non-Hispanic White
2018,Texas,Physical Activity,25.2,1108.0,Income,"$35,000 - $49,999"
2020,Michigan,Obesity / Weight Status,42.8,959.0,Age (years),45 - 54
2019,Connecticut,Physical Activity,33.1,1239.0,Age (years),45 - 54
2018,Rhode Island,Obesity / Weight Status,31.0,2764.0,Gender,Female
2018,Florida,Obesity / Weight Status,34.7,4160.0,Education,High school graduate
2020,New Hampshire,Obesity / Weight Status,34.2,209.0,Education,Less than high school
2023,South Dakota,Physical Activity,21.7,876.0,Income,"$50,000 - $74,999"
2018,California,Obesity / Weight Status,33.2,866.0,Race/Ethnicity,Asian
2023,Connecticut,Physical Activity,58.0,948.0,Income,"$50,000 - $74,999"
2019,Indiana,Physical Activity,35.3,1035.0,Income,"$50,000 - $74,999"
2023,Louisiana,Physical Activity,29.2,3480.0,Race/Ethnicity,Non-Hispanic White
2019,Puerto Rico,Obesity / Weight Status,32.3,1516.0,Education,High school graduate
2019,Missouri,Fruits and Vegetables,44.1,1884.0,Education,Some college or technical school
2023,Ohio,Obesity / Weight Status,30.5,230.0,Race/Ethnicity,2 or more races
2019,Alaska,Physical Activity,57.3,2658.0,Total,Total
2021,Alabama,Fruits and Vegetables,20.6,4116.0,Total,Total
2019,Mississippi,Physical Activity,24.6,1399.0,Education,College graduate
2023,Arkansas,Physical Activity,27.1,3428.0,Race/Ethnicity,Non-Hispanic White
2021,Indiana,Obesity / Weight Status,32.6,408.0,Race/Ethnicity,Hispanic
2023,Florida,Physical Activity,47.9,100.0,Race/Ethnicity,American Indian/Alaska Native
2020,Hawaii,Physical Activity,29.0,615.0,Income,"$25,000 - $34,999"
2018,Washington,Obesity / Weight Status,33.5,107.0,Race/Ethnicity,Other
2023,Minnesota,Physical Activity,23.8,2376.0,Age (years),45 - 54
2022,North Dakota,Physical Activity,24.2,86.0,Race/Ethnicity,Hispanic
2022,Missouri,Obesity / Weight Status,44.6,137.0,Race/Ethnicity,2 or more races
2019,Guam,Physical Activity,27.9,260.0,Income,"$25,000 - $34,999"
2020,Idaho,Physical Activity,36.8,378.0,Education,Less than high school
2021,Ohio,Fruits and Vegetables,23.5,638.0,Income,"Less than $15,000"
2023,New Hampshire,Physical Activity,62.1,568.0,Income,"$35,000 - $49,999"
2023,Massachusetts,Physical Activity,49.8,90.0,Race/Ethnicity,Other
2018,North Dakota,Physical Activity,21.0,1775.0,Education,Some college or technical school
2021,Illinois,Obesity / Weight Status,33.6,1401.0,Gender,Male
2023,Utah,Physical Activity,16.4,1819.0,Age (years),45 - 54
2023,Virgin Islands,Physical Activity,33.1,726.0,Income,Data not reported
2022,Alabama,Obesity / Weight Status,37.4,390.0,Age (years),25 - 34
2019,New York,Physical Activity,30.2,6364.0,Gender,Female
2021,Nevada,Fruits and Vegetables,38.8,386.0,Race/Ethnicity,Hispanic
2023,Arizona,Obesity / Weight Status,39.0,5221.0,Gender,Male
2023,South Carolina,Physical Activity,26.1,1332.0,Age (years),45 - 54
2018,Arkansas,Obesity / Weight Status,29.4,3052.0,Gender,Female
2021,Ohio,Obesity / Weight Status,33.1,11113.0,Race/Ethnicity,Non-Hispanic White
2020,Tennessee,Obesity / Weight Status,35.5,792.0,Age (years),55 - 64
2018,Maryland,Obesity / Weight Status,33.8,257.0,Race/Ethnicity,2 or more races
2019,New York,Physical Activity,56.1,8371.0,Race/Ethnicity,Non-Hispanic White
2021,Ohio,Fruits and Vegetables,31.9,131.0,Race/Ethnicity,Asian
2023,North Carolina,Physical Activity,56.2,289.0,Race/Ethnicity,American Indian/Alaska Native
2023,Arkansas,Physical Activity,38.0,644.0,Race/Ethnicity,Non-Hispanic Black
2019,Alabama,Physical Activity,34.8,598.0,Age (years),25 - 34
2021,Virgin Islands,Fruits and Vegetables,35.0,98.0,Income,"$75,000 or greater"
2019,California,Physical Activity,20.8,815.0,Income,"$25,000 - $34,999"
2018,Vermont,Physical Activity,19.5,3601.0,Gender,Female
2019,Texas,Physical Activity,27.0,136.0,Race/Ethnicity,Other
2022,Indiana,Obesity / Weight Status,38.8,2395.0,Education,Some college or technical school
2019,New York,Physical Activity,31.3,966.0,Income,"$25,000 - $34,999"
2021,Arizona,Obesity / Weight Status,36.6,9679.0,Total,Total
2019,Alabama,Fruits and Vegetables,45.4,285.0,Age (years),18 - 24
2021,West Virginia,Obesity / Weight Status,41.8,3358.0,Gender,Female
2023,Maryland,Obesity / Weight Status,37.6,127.0,Race/Ethnicity,Other
2020,Pennsylvania,Physical Activity,14.5,1906.0,Income,"$75,000 or greater"
2021,Oregon,Fruits and Vegetables,27.5,103.0,Race/Ethnicity,Asian
2023,Iowa,Obesity / Weight Status,35.2,2692.0,Education,College graduate
2020,California,Physical Activity,21.1,698.0,Age (years),45 - 54
2021,New Mexico,Fruits and Vegetables,39.5,50.0,Race/Ethnicity,Asian
2022,Alaska,Physical Activity,35.3,111.0,Race/Ethnicity,Non-Hispanic Black
2022,Pennsylvania,Obesity / Weight Status,30.8,397.0,Age (years),18 - 24
2021,Indiana,Fruits and Vegetables,19.2,1170.0,Income,"$50,000 - $74,999"
2023,Oregon,Physical Activity,48.9,473.0,Income,"$25,000 - $34,999"
2023,Louisiana,Physical Activity,43.1,414.0,Education,Less than high school
2019,Illinois,Physical Activity,53.9,3410.0,Race/Ethnicity,Non-Hispanic White
2018,Mississippi,Obesity / Weight Status,36.1,2274.0,Gender,Male
2019,Indiana,Physical Activity,57.4,105.0,Race/Ethnicity,2 or more races
2023,Georgia,Physical Activity,30.2,489.0,Race/Ethnicity,Hispanic
2018,Indiana,Obesity / Weight Status,37.4,960.0,Income,"$15,000 - $24,999"
2021,Nevada,Fruits and Vegetables,42.1,2487.0,Total,Total
2023,Utah,Physical Activity,26.5,1373.0,Race/Ethnicity,Hispanic
2019,Iowa,Physical Activity,29.3,783.0,Income,"$25,000 - $34,999"
2023,Wisconsin,Physical Activity,22.3,5185.0,Income,Data not reported
2022,Arkansas,Physical Activity,32.7,581.0,Race/Ethnicity,Non-Hispanic Black
2021,Iowa,Obesity / Weight Status,36.4,4503.0,Gender,Male
2019,Oregon,Obesity / Weight Status,28.3,659.0,Income,"$15,000 - $24,999"
